Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min)
28.0,4.7,22.31279,73.170283,22.40279,73.260283,0,2,2,1,3,1.0,0,2,21
25.0,4.4,19.12663,72.829976,19.25663,72.959976,0,1,2,2,1,2.0,1,0,42
32.0,4.6,21.170798,72.790489,21.220798,72.840489,0,2,1,3,2,0.0,0,0,19
39.0,5.0,0.0,0.0,0.04,0.04,2,0,1,2,3,1.0,0,0,30
33.0,4.9,15.157944,73.950889,15.177944,73.970889,3,2,2,0,1,0.0,0,0,26
34.0,4.6,30.905562,75.832841,30.925562,75.852841,5,2,1,0,3,1.0,0,0,21
31.0,4.4,13.081878,80.248519,13.151878,80.318519,2,1,1,1,2,1.0,0,0,36
33.0,4.9,12.970324,77.645748,13.020324,77.695748,1,3,2,3,3,1.0,0,2,16
28.0,4.9,12.310972,76.659264,12.440972,76.789264,2,3,2,0,3,0.0,0,2,29
30.0,4.7,17.440827,78.393391,17.570827,78.523391,0,1,0,1,2,1.0,0,1,52
29.0,4.6,0.0,0.0,0.07,0.07,2,3,1,0,2,0.0,0,0,20
30.0,4.3,30.362686,78.06889,30.432686,78.13889,2,3,0,0,2,1.0,0,0,36
38.0,4.9,21.173493,72.801953,21.253493,72.881953,4,2,1,3,3,0.0,0,0,23
27.0,4.6,27.160934,78.044095,27.240934,78.124095,5,1,2,3,3,1.0,0,0,22
39.0,5.0,22.547186,88.35068,22.617186,88.42068,1,1,0,3,2,0.0,0,0,54
28.0,4.9,12.975377,77.696664,13.065377,77.786664,4,1,2,3,3,1.0,0,0,20
32.0,4.5,0.0,0.0,0.05,0.05,3,3,0,0,2,0.0,0,0,26
30.0,4.7,22.514585,88.39331,22.544585,88.42331,5,3,0,2,2,1.0,0,0,25
20.0,4.9,17.422819,78.449578,17.462819,78.489578,1,0,1,0,2,1.0,0,0,27
36.0,4.8,21.149569,72.772697,21.259569,72.882697,4,3,2,3,2,1.0,0,2,24
28.0,5.0,17.450851,78.379347,17.490851,78.419347,3,0,0,1,2,1.0,0,0,31
36.0,4.4,23.232357,77.429989,23.302357,77.499989,5,3,1,2,2,2.0,0,0,39
35.0,4.7,21.186438,72.794115,21.246438,72.854115,5,1,1,2,3,1.0,0,0,25
32.0,3.6,12.934365,77.616155,13.004365,77.686155,5,1,2,1,3,1.0,0,0,36
27.0,4.8,13.022394,80.242439,13.092394,80.312439,3,2,1,0,2,0.0,0,2,11
24.0,4.8,12.352058,76.60665,12.402058,76.65665,1,2,2,0,3,1.0,0,2,18
29.0,4.6,26.846156,75.8023,26.876156,75.8323,3,2,2,1,3,1.0,0,0,17
39.0,4.9,22.744648,75.894377,22.804648,75.954377,3,1,2,1,1,1.0,0,0,30
20.0,4.7,12.981615,80.231598,13.111615,80.361598,5,1,1,3,3,1.0,0,0,18
23.0,4.7,11.008638,76.984311,11.078638,77.054311,5,3,2,2,2,1.0,0,0,27
32.0,4.3,18.994049,72.825203,19.074049,72.905203,3,1,2,3,3,0.0,0,0,34
38.0,4.9,11.003669,76.976494,11.093669,77.066494,2,2,1,0,3,0.0,0,0,23
29.0,4.9,26.88842,75.800689,26.96842,75.880689,0,1,1,3,3,1.0,0,0,39
30.0,4.5,26.913726,75.75282,26.953726,75.792821,5,3,2,3,1,1.0,0,2,28
33.0,4.7,13.045479,80.23311,13.155479,80.34311,5,1,0,0,2,2.0,0,0,37
21.0,4.7,17.410371,78.437225,17.450371,78.477225,1,3,0,2,2,0.0,0,2,25
23.0,4.5,12.323978,76.627961,12.363978,76.667961,2,0,1,1,3,1.0,0,0,22
33.0,4.9,23.355164,85.324097,23.395164,85.364097,0,3,0,2,2,1.0,0,2,34
39.0,4.6,22.311358,73.164798,22.381358,73.234798,2,3,1,0,3,0.0,0,0,20
34.0,4.7,0.0,0.0,0.09,0.09,1,3,1,2,2,1.0,0,0,41
21.0,5.0,19.875016,75.322405,19.955016,75.402405,0,2,0,1,2,1.0,0,0,20
37.0,4.8,22.311844,73.165081,22.391844,73.245081,1,3,1,3,3,1.0,1,0,41
33.0,3.6,23.351058,85.325731,23.481058,85.455731,3,1,2,1,3,1.0,0,0,32
26.0,4.8,22.311603,73.165012,22.401603,73.255012,1,2,2,1,2,0.0,0,0,22
20.0,4.6,0.0,0.0,0.06,0.06,1,2,2,0,2,0.0,0,0,14
22.0,4.5,22.725748,75.898497,22.735747,75.908497,1,2,0,2,2,1.0,0,0,20
38.0,4.9,18.56245,73.916619,18.65245,74.006619,2,2,2,3,2,1.0,0,0,28
23.0,4.5,23.353783,85.326967,23.433783,85.406967,2,2,1,3,2,1.0,0,0,17
27.0,4.8,9.991703,76.293136,10.051703,76.353136,4,1,1,3,2,1.0,0,2,11
28.0,5.0,27.158822,78.045359,27.188822,78.075359,0,1,2,2,2,0.0,0,0,31
22.0,4.7,12.978453,77.643685,13.038453,77.703685,2,3,1,3,3,1.0,0,0,29
35.0,4.7,12.933284,77.615428,12.993284,77.675428,3,1,1,3,2,0.0,0,0,34
25.0,4.6,23.359407,85.325055,23.379407,85.345055,1,2,1,3,3,0.0,0,2,11
25.0,5.0,26.956431,75.776649,27.026431,75.846649,4,1,1,0,2,1.0,0,2,16
30.0,4.6,0.0,0.0,0.13,0.13,1,3,2,1,3,1.0,0,0,30
36.0,5.0,13.029198,77.570997,13.069198,77.610997,5,0,0,2,2,0.0,0,2,49
25.0,4.7,12.3085,76.665808,12.3785,76.735808,1,2,2,1,3,1.0,0,0,25
33.0,4.3,17.483216,78.552111,17.573216,78.642111,2,1,0,1,2,0.0,0,0,48
24.0,4.7,22.725835,75.887648,22.805835,75.967648,2,2,0,0,2,1.0,0,0,15
21.0,4.8,12.934179,77.615797,12.964179,77.645797,0,1,0,1,2,1.0,0,0,26
28.0,4.7,11.010375,76.95295,11.070375,77.01295,5,1,1,0,2,1.0,0,2,28
24.0,4.8,27.161694,78.034714,27.301694,78.174714,2,2,2,3,2,1.0,0,0,18
30.0,4.9,26.902328,75.794257,26.962328,75.854257,1,1,1,1,2,1.0,0,2,33
30.0,4.7,17.430448,78.418213,17.540448,78.528213,3,3,0,0,2,0.0,0,0,33
24.0,4.9,23.374878,85.335739,23.394878,85.355739,1,2,1,0,2,1.0,0,0,15
34.0,4.1,12.325461,76.632278,12.415461,76.722278,2,3,0,3,2,0.0,0,0,47
20.0,4.7,22.311358,73.164798,22.331358,73.184798,1,0,1,1,3,1.0,0,0,25
31.0,4.6,30.893081,75.821495,30.983081,75.911495,5,2,0,1,2,1.0,0,2,29
21.0,5.0,9.960846,76.293936,10.000846,76.333936,2,0,1,2,3,1.0,0,0,19
37.0,4.6,19.876994,75.372353,19.926994,75.422353,1,1,1,3,3,1.0,0,2,32
35.0,4.9,23.359407,85.325055,23.419407,85.385055,2,1,1,1,2,1.0,0,0,33
27.0,4.8,12.933284,77.615428,13.013284,77.695428,5,3,1,1,3,0.0,0,2,16
21.0,4.9,18.569156,73.774723,18.579156,73.784723,4,2,2,1,2,0.0,0,2,20
24.0,4.9,22.311358,73.164798,22.441358,73.294798,0,2,0,3,2,0.0,0,0,21
31.0,4.9,21.175975,72.795503,21.205975,72.825503,5,1,1,0,2,1.0,0,0,31
24.0,4.8,23.359407,85.325055,23.489407,85.455055,4,3,1,1,2,1.0,0,2,11
39.0,3.6,23.333017,85.3172,23.423017,85.4072,1,2,1,0,2,1.0,0,0,38
30.0,3.8,26.913726,75.75282,27.043726,75.88282,2,3,1,0,2,1.0,0,0,39
27.0,4.6,18.563934,73.915367,18.623935,73.975367,2,3,0,1,2,1.0,0,0,24
35.0,4.5,26.474133,80.3481,26.614133,80.4881,5,2,2,3,3,1.0,0,0,28
34.0,4.6,11.022298,76.998349,11.152298,77.128349,5,1,0,0,2,1.0,0,0,48
23.0,4.9,23.371292,85.327872,23.481292,85.437872,2,3,1,2,3,1.0,0,0,17
30.0,4.7,22.75004,75.902847,22.82004,75.972847,1,2,3,3,1,1.0,0,0,23
38.0,4.5,12.935662,77.61413,13.025662,77.70413,5,2,2,3,1,1.0,0,0,25
28.0,4.8,17.431668,78.408321,17.491668,78.468321,1,1,0,0,2,1.0,0,0,26
30.0,4.7,13.058616,80.264151,13.098616,80.304151,1,2,3,0,3,0.0,0,0,20
20.0,4.6,23.359033,85.325347,23.419033,85.385347,4,3,1,3,2,1.0,0,2,11
35.0,4.9,22.753659,75.903365,22.763659,75.913365,4,2,2,2,1,1.0,0,0,17
32.0,4.9,22.308096,73.167753,22.358096,73.217753,3,3,2,2,3,1.0,0,0,34
37.0,4.9,22.308096,73.167753,22.418096,73.277753,1,2,1,1,3,1.0,0,0,27
34.0,4.9,17.410371,78.437225,17.450371,78.477225,4,3,2,0,3,1.0,0,0,18
33.0,4.1,11.022477,76.995667,11.072477,77.045667,1,1,2,2,1,1.0,0,2,39
34.0,4.8,12.979166,77.640709,12.989166,77.650709,2,2,2,1,1,0.0,0,2,23
20.0,4.2,11.022169,76.999594,11.032169,77.009594,3,2,0,1,2,1.0,0,2,28
21.0,4.8,12.972161,77.596014,13.062161,77.686014,3,1,2,0,2,1.0,0,2,17
24.0,4.2,17.426228,78.407495,17.536228,78.517495,5,1,0,0,2,2.0,0,0,35
30.0,4.6,18.536562,73.896485,18.576562,73.936485,0,3,1,3,2,1.0,0,0,18
29.0,4.8,13.054347,80.257221,13.104347,80.307221,5,1,1,1,3,1.0,0,2,29
34.0,4.7,12.906229,77.596791,12.986229,77.676791,5,1,2,0,1,0.0,0,0,25
30.0,4.5,15.498603,73.826911,15.578603,73.906911,4,1,1,1,2,1.0,0,0,22
21.0,4.9,12.337978,76.616792,12.397978,76.676792,1,3,2,1,3,0.0,0,0,19
28.0,4.7,30.362686,78.06889,30.382686,78.08889,4,2,2,0,3,0.0,0,2,22
22.0,4.6,0.0,0.0,0.13,0.13,4,1,0,2,2,1.0,0,2,24
28.0,4.9,22.577821,88.400581,22.617821,88.440581,3,0,0,2,2,1.0,0,2,22
33.0,5.0,23.357804,85.325146,23.437804,85.405146,4,1,2,3,2,0.0,0,0,22
22.0,4.9,26.902328,75.794257,27.032328,75.924257,4,2,0,2,2,0.0,0,0,23
33.0,4.5,-19.875337,75.316722,19.895337,75.336722,5,0,2,0,1,0.0,0,2,27
20.0,4.8,21.170798,72.790489,21.190798,72.810489,0,2,2,3,3,0.0,0,0,13
20.0,5.0,0.0,0.0,0.04,0.04,5,3,1,1,3,1.0,0,0,28
20.0,4.6,11.02091,76.940432,11.09091,77.010432,5,1,1,0,2,1.0,0,0,17
30.0,4.2,13.049645,80.242268,13.179645,80.372268,2,1,2,0,3,1.0,0,2,43
21.0,4.9,26.846156,75.8023,26.856156,75.8123,4,2,2,3,2,1.0,0,0,20
37.0,3.7,26.88842,75.800689,27.01842,75.930689,2,1,1,1,3,1.0,0,0,37
24.0,4.4,22.722634,75.886959,22.772634,75.936959,4,1,0,2,2,1.0,0,0,44
28.0,4.8,25.450317,81.831681,25.500317,81.881681,4,2,2,2,1,1.0,0,2,22
28.0,5.0,18.546947,73.900626,18.636947,73.990626,0,1,2,2,3,2.0,0,0,44
28.0,4.6,13.044694,80.26147,13.154694,80.37147,3,3,0,3,2,0.0,0,0,20
31.0,4.6,26.913987,75.752891,26.983987,75.822891,4,1,0,3,2,2.0,0,0,39
22.0,4.9,21.160437,72.774209,21.240437,72.854209,2,1,0,1,2,1.0,0,0,26
29.0,4.8,21.173493,72.801953,21.283493,72.911953,2,3,1,2,3,1.0,0,0,15
33.0,4.7,26.913483,75.803139,26.983483,75.873139,4,3,2,2,2,1.0,0,0,26
30.0,4.7,26.483042,80.317833,26.543042,80.377833,1,2,3,2,1,1.0,0,0,27
22.0,4.7,19.065838,72.832658,19.095838,72.862658,1,2,0,1,2,1.0,0,0,20
31.0,4.4,0.0,0.0,0.13,0.13,2,1,0,1,2,1.0,0,2,36
30.0,4.1,26.471529,80.313458,26.581529,80.423458,1,1,1,0,2,1.0,0,0,48
27.0,4.6,25.450317,81.831681,25.530317,81.911681,4,3,1,2,3,0.0,0,0,14
30.0,4.7,25.450377,81.834236,25.540377,81.924236,0,3,1,0,2,1.0,0,0,30
28.0,4.8,17.455894,78.375467,17.545894,78.465467,2,1,2,3,3,0.0,0,0,15
30.0,4.7,12.913041,77.683237,12.953041,77.723237,2,0,2,1,3,1.0,0,0,32
30.0,4.8,12.284747,76.625861,12.304747,76.645861,0,2,2,0,1,1.0,0,0,18
20.0,4.7,12.334022,76.618203,12.374022,76.658203,5,0,2,1,3,0.0,0,2,13
23.0,4.3,12.323194,76.630583,12.353194,76.660583,4,1,0,1,2,3.0,0,0,54
26.0,5.0,0.0,0.0,0.03,0.03,0,1,2,3,3,1.0,0,2,24
32.0,4.9,10.96185,76.971082,10.97185,76.981082,0,0,1,2,2,1.0,0,0,26
35.0,4.4,26.913987,75.752891,27.003987,75.842891,5,3,2,2,3,1.0,0,0,37
32.0,3.9,26.902908,75.792934,26.992908,75.882934,0,2,2,3,1,1.0,0,0,32
24.0,4.9,12.325461,76.632278,12.455461,76.762278,1,3,1,1,3,1.0,0,2,26
36.0,4.7,30.893244,75.821817,31.003244,75.931817,0,1,0,0,2,1.0,0,0,51
23.0,4.9,17.426228,78.407495,17.556228,78.537495,3,3,2,2,3,0.0,0,0,17
39.0,4.7,12.935662,77.61413,12.975662,77.65413,2,3,1,3,2,1.0,0,0,26
24.0,4.7,11.001852,76.976268,11.071852,77.046268,2,3,0,1,2,1.0,0,0,29
34.0,4.8,12.311072,76.654878,12.331072,76.674878,4,0,1,3,2,1.0,0,0,18
25.0,4.6,13.081878,80.248519,13.111878,80.278519,0,2,0,3,2,0.0,0,2,17
27.0,4.4,17.451976,78.385883,17.491976,78.425883,4,0,0,0,2,1.0,0,0,47
23.0,4.6,18.516216,73.842527,18.606216,73.932527,5,1,0,2,2,0.0,0,0,31
35.0,4.6,21.175104,72.804342,21.285104,72.914342,1,2,0,3,2,0.0,0,0,40
35.0,3.8,18.569156,73.774723,18.679156,73.884723,4,1,1,2,2,0.0,0,0,32
21.0,4.7,22.651847,75.881991,22.721847,75.951991,0,1,0,0,2,1.0,0,0,45
26.0,4.7,21.173343,72.792731,21.233343,72.852731,5,1,2,2,1,1.0,0,0,26
36.0,4.9,12.914264,77.6784,13.024264,77.7884,0,1,0,3,2,1.0,1,0,44
36.0,4.9,18.51421,73.838429,18.59421,73.918429,5,2,2,3,2,1.0,0,0,23
28.0,4.7,21.157729,72.768726,21.197729,72.808726,2,3,0,2,2,1.0,0,2,29
27.0,4.7,23.359033,85.325347,23.379033,85.345347,5,0,2,3,3,1.0,0,0,14
21.0,4.7,18.543626,73.905101,18.673626,74.035101,5,3,2,1,3,0.0,0,2,18
20.0,4.1,12.323225,76.630028,12.403225,76.710028,0,1,1,3,3,1.0,0,0,39
36.0,4.4,23.39925,85.390464,23.48925,85.480464,3,3,0,3,2,1.0,0,0,49
25.0,4.0,21.170798,72.790489,21.180798,72.800489,3,2,0,0,2,0.0,0,0,15
21.0,4.6,26.471529,80.313458,26.511529,80.353458,5,0,2,1,1,1.0,0,0,15
25.0,4.9,21.185047,72.80859,21.215047,72.83859,5,1,2,1,3,1.0,0,2,22
37.0,3.5,13.026279,80.174568,13.106279,80.254568,5,1,1,2,2,2.0,0,0,43
33.0,4.9,0.0,0.0,0.07,0.07,2,3,2,3,1,0.0,0,2,26
23.0,4.7,22.307898,73.167788,22.367898,73.227788,5,1,2,2,1,0.0,0,0,12
29.0,4.6,22.31279,73.170283,22.36279,73.220283,1,3,2,1,3,0.0,0,0,15
27.0,4.6,0.0,0.0,0.06,0.06,2,1,1,1,3,1.0,0,2,23
21.0,5.0,0.0,0.0,0.06,0.06,1,1,0,0,2,1.0,0,2,20
28.0,4.6,26.88842,75.800689,26.92842,75.840689,2,3,2,0,3,1.0,0,0,23
22.0,4.5,12.3085,76.665808,12.3585,76.715808,2,1,2,2,2,0.0,0,2,21
27.0,5.0,22.308096,73.167753,22.418096,73.277753,3,1,2,3,3,0.0,0,0,23
26.0,4.8,12.934179,77.615797,13.044179,77.725797,5,3,1,1,2,1.0,0,0,24
36.0,4.3,23.357804,85.325146,23.447804,85.415146,2,1,1,0,2,2.0,0,0,33
36.0,4.9,21.170798,72.790489,21.300798,72.920489,1,1,0,3,2,3.0,0,2,46
31.0,4.8,22.310329,73.169083,22.340329,73.199083,4,2,0,0,2,1.0,0,0,26
25.0,4.2,23.374989,85.335486,23.454989,85.415486,5,1,0,1,2,1.0,0,2,39
35.0,5.0,22.725835,75.887648,22.755835,75.917648,4,1,1,0,3,0.0,0,0,24
22.0,4.7,26.471617,80.313564,26.581617,80.423564,2,2,1,0,3,1.0,0,2,10
33.0,4.9,23.354422,85.3329,23.414422,85.3929,1,1,0,1,2,0.0,0,0,33
35.0,4.8,26.892312,75.806896,26.922313,75.836896,2,2,2,3,3,0.0,0,0,21
32.0,4.2,30.362686,78.06889,30.472686,78.17889,0,3,2,0,2,1.0,0,2,44
26.0,5.0,0.0,0.0,0.03,0.03,3,3,2,0,3,0.0,0,0,26
26.0,4.6,12.323194,76.630583,12.403194,76.710583,0,2,1,0,3,0.0,0,0,23
24.0,4.7,12.3085,76.665808,12.3485,76.705808,4,3,1,3,3,1.0,0,2,14
26.0,4.6,22.745536,75.893106,22.805536,75.953106,3,3,1,2,3,1.0,0,0,24
33.0,4.9,12.299524,76.64262,12.339524,76.68262,2,3,2,2,3,1.0,0,0,29
32.0,4.2,10.994136,76.963303,11.064136,77.033303,4,1,1,0,2,1.0,0,0,33
31.0,4.1,21.185047,72.80859,21.205047,72.82859,3,2,0,3,2,1.0,0,0,27
35.0,4.8,11.022169,76.999594,11.132169,77.109594,0,2,1,0,2,1.0,0,0,30
34.0,4.8,26.88842,75.800689,26.91842,75.830689,0,2,2,1,3,1.0,0,0,18
31.0,4.5,19.121999,72.908493,19.141999,72.928493,1,2,0,3,2,1.0,0,0,27
30.0,4.6,21.173493,72.801953,21.183493,72.811953,1,0,0,0,2,1.0,0,0,33
34.0,4.8,19.178321,72.834715,19.228321,72.884715,4,1,0,1,2,1.0,0,0,22
33.0,4.7,13.02978,80.208812,13.11978,80.298812,5,2,1,0,3,1.0,0,0,16
37.0,4.5,23.371292,85.327872,23.461292,85.417872,3,1,1,2,3,0.0,0,2,30
23.0,4.6,11.021278,76.995017,11.071278,77.045017,5,1,1,3,3,1.0,0,2,14
38.0,4.7,9.991703,76.293136,10.031703,76.333136,1,3,1,2,3,1.0,0,2,15
36.0,4.6,17.431668,78.408321,17.511668,78.488321,3,2,2,3,3,0.0,0,0,27
34.0,4.3,21.157735,72.768778,21.207735,72.818778,2,3,2,3,3,0.0,0,2,33
20.0,5.0,0.0,0.0,0.01,0.01,1,2,2,2,3,1.0,0,0,18
24.0,4.1,26.892312,75.806896,26.982312,75.896896,3,1,0,1,2,1.0,0,2,37
37.0,4.6,12.939496,77.625999,12.949496,77.635999,1,2,0,0,2,1.0,0,0,27
21.0,4.9,0.0,0.0,0.09,0.09,0,3,1,2,2,1.0,0,0,36
22.0,4.8,0.0,0.0,0.05,0.05,4,1,2,1,3,1.0,0,0,17
31.0,4.6,26.913483,75.803139,26.973483,75.863139,2,1,0,2,2,0.0,0,0,47
32.0,4.7,19.22384,72.841347,19.27384,72.891347,1,1,2,0,1,1.0,0,0,26
25.0,5.0,22.552672,88.352885,22.572672,88.372885,5,2,1,0,3,1.0,0,0,16
20.0,4.9,30.359722,78.067079,30.499722,78.207079,2,2,0,1,2,1.0,0,0,17
26.0,4.5,26.911927,75.797282,26.961927,75.847282,2,3,0,1,2,1.0,0,0,21
30.0,4.9,26.849596,75.800512,26.959596,75.910512,5,2,1,3,3,1.0,0,0,29
36.0,4.7,19.207222,72.972281,19.277222,73.042281,1,1,2,0,2,2.0,0,0,42
31.0,4.6,26.910262,75.783013,26.930262,75.803013,3,0,0,2,2,0.0,0,0,35
25.0,4.7,10.994136,76.963303,11.034136,77.003303,1,0,1,0,2,0.0,0,2,25
37.0,4.5,21.173493,72.801953,21.213493,72.841953,3,3,2,1,1,1.0,0,0,28
25.0,4.7,26.913987,75.752891,26.993987,75.832891,1,1,0,3,2,1.0,0,0,48
21.0,4.8,12.979096,77.640625,13.089096,77.750625,1,1,0,2,2,2.0,0,0,36
32.0,4.8,30.342509,78.061187,30.422509,78.141187,2,2,2,1,3,1.0,0,2,15
32.0,4.3,11.008638,76.984311,11.138638,77.114311,1,1,1,3,2,0.0,0,0,39
38.0,5.0,0.0,0.0,0.04,0.04,0,0,1,3,2,1.0,0,0,32
26.0,4.5,17.411028,78.329645,17.541028,78.459645,1,3,0,2,2,1.0,0,0,37
30.0,4.7,17.431477,78.40035,17.561477,78.53035,1,2,3,3,3,1.0,0,0,36
34.0,4.3,21.183434,72.814492,21.313434,72.944492,0,2,1,0,3,0.0,0,0,37
35.0,4.7,0.0,0.0,0.02,0.02,4,2,2,1,1,0.0,0,0,15
23.0,4.0,11.025083,77.015393,11.135083,77.125393,0,1,1,1,3,0.0,0,0,38
30.0,4.7,21.173493,72.801953,21.243493,72.871953,2,3,0,1,2,1.0,0,0,33
23.0,4.9,12.934365,77.616155,13.044365,77.726155,2,3,1,0,3,1.0,0,0,29
21.0,4.9,22.53796,88.349843,22.64796,88.459843,5,1,1,1,3,1.0,0,0,28
34.0,4.6,12.316967,76.603067,12.446967,76.733067,0,1,0,0,2,1.0,1,0,50
28.0,4.7,12.3085,76.665808,12.3685,76.725808,5,2,2,1,2,0.0,0,2,12
28.0,4.7,11.001753,76.986241,11.021753,77.006241,0,2,2,3,3,0.0,0,0,15
39.0,4.9,13.086438,80.220672,13.166438,80.300672,3,3,1,1,2,1.0,0,0,24
31.0,4.6,17.483216,78.552111,17.513216,78.582111,0,1,1,1,3,0.0,0,0,27
31.0,4.6,11.003008,76.97544,11.023008,76.99544,1,2,0,0,2,1.0,0,0,23
35.0,4.8,22.744648,75.894377,22.824648,75.974377,0,3,0,2,2,0.0,0,2,42
30.0,4.7,18.53408,73.89852,18.62408,73.98852,2,1,0,1,2,1.0,0,0,43
33.0,4.4,12.949934,77.699386,12.969934,77.719386,3,2,0,1,2,0.0,0,0,21
35.0,4.8,27.16185,78.040165,27.24185,78.120165,2,3,0,1,2,0.0,1,0,47
24.0,5.0,13.029198,77.570997,13.059198,77.600997,1,2,1,3,2,1.0,0,0,18
21.0,4.7,19.055831,72.833984,19.115831,72.893984,3,1,0,2,2,1.0,0,0,31
34.0,4.4,18.994049,72.825203,19.084049,72.915203,2,1,2,2,3,2.0,0,2,39
20.0,4.9,0.0,0.0,0.13,0.13,1,2,0,1,2,0.0,0,0,21
35.0,4.8,18.536718,73.830327,18.606718,73.900327,2,1,0,1,2,0.0,0,0,39
33.0,3.6,18.592718,73.773572,18.722718,73.903572,1,2,1,3,3,1.0,0,2,36
25.0,4.9,19.876219,75.346017,19.926219,75.396017,2,3,1,0,3,1.0,0,0,29
27.0,4.7,19.1813,72.836191,19.2313,72.886191,2,3,1,3,2,0.0,0,0,23
34.0,4.7,23.357804,85.325146,23.467804,85.435146,2,2,2,0,1,0.0,0,2,22
27.0,4.6,21.15276,72.778059,21.23276,72.858059,2,1,0,1,2,1.0,0,0,30
28.0,4.6,12.934365,77.616155,12.954365,77.636155,2,0,2,1,1,1.0,0,0,13
37.0,4.9,0.0,0.0,0.09,0.09,5,2,2,2,1,1.0,0,0,23
30.0,4.9,19.121999,72.908493,19.181999,72.968493,3,2,2,3,2,1.0,0,0,24
23.0,3.8,23.374989,85.335486,23.404989,85.365486,4,1,0,0,2,0.0,0,1,53
34.0,4.6,22.311844,73.165081,22.381844,73.235081,3,1,1,1,3,1.0,0,0,26
24.0,4.9,12.913041,77.683237,12.953041,77.723237,3,0,0,1,2,1.0,0,0,17
35.0,4.2,12.906229,77.596791,13.016229,77.706791,5,3,2,1,1,0.0,0,0,38
30.0,4.9,17.451976,78.385883,17.481976,78.415883,4,3,1,1,2,0.0,0,0,18
36.0,4.7,26.474986,80.342796,26.554986,80.422796,2,1,1,1,2,1.0,0,0,30
24.0,4.8,23.357804,85.325146,23.397804,85.365146,5,3,2,2,2,1.0,0,0,27
36.0,4.9,18.546947,73.900626,18.556947,73.910626,3,2,1,1,3,0.0,0,0,25
36.0,4.8,0.0,0.0,0.13,0.13,2,2,2,2,1,1.0,0,0,21
27.0,3.4,11.000762,76.981876,11.130762,77.111876,4,2,1,1,3,1.0,1,0,43
31.0,4.7,10.994136,76.963303,11.004136,76.973303,3,2,1,3,3,1.0,0,0,26
34.0,4.7,22.761226,75.887522,22.841226,75.967522,4,2,2,1,3,0.0,0,2,16
33.0,3.8,30.893081,75.821495,31.033081,75.961495,5,3,2,1,3,1.0,0,2,34
30.0,4.7,0.0,0.0,0.13,0.13,2,2,2,1,2,1.0,0,2,16
35.0,4.9,13.058616,80.264151,13.168616,80.374151,3,3,2,2,3,1.0,0,0,20
21.0,4.6,12.311072,76.654878,12.341072,76.684878,3,2,1,3,2,1.0,0,0,14
30.0,4.8,12.297954,76.665169,12.377954,76.745169,4,1,0,0,2,1.0,0,2,28
34.0,4.8,18.56245,73.916619,18.57245,73.926619,4,2,2,2,3,0.0,0,0,16
20.0,4.2,22.514585,88.39331,22.644585,88.52331,5,1,0,0,2,1.0,0,0,38
39.0,4.8,19.121999,72.908493,19.171999,72.958493,4,2,1,2,3,0.0,0,0,18
23.0,4.6,19.065838,72.832658,19.155838,72.922658,1,1,1,0,3,1.0,0,0,42
34.0,4.7,22.761226,75.887522,22.771226,75.897522,0,2,1,1,2,1.0,0,2,17
35.0,4.3,23.374989,85.335486,23.384989,85.345486,5,2,0,2,2,1.0,0,0,23
27.0,5.0,21.186608,72.794136,21.296608,72.904136,5,1,2,2,2,1.0,0,0,24
33.0,4.7,21.15276,72.778059,21.17276,72.798059,5,2,2,1,1,1.0,0,0,25
24.0,4.8,19.1813,72.836191,19.2613,72.916191,4,3,1,3,2,0.0,0,0,10
34.0,4.1,19.120083,72.907385,19.250083,73.037385,5,1,1,3,3,1.0,0,0,39
23.0,4.4,17.41233,78.449654,17.46233,78.499654,5,1,0,0,2,0.0,0,0,38
33.0,4.7,26.956431,75.776649,27.026431,75.846649,4,3,1,3,2,1.0,0,0,21
38.0,4.7,15.5696,73.742294,15.6296,73.802294,2,3,1,1,3,0.0,0,0,31
30.0,4.7,23.359033,85.325347,23.409033,85.375347,1,2,3,0,2,1.0,0,2,21
35.0,4.9,12.323978,76.627961,12.333978,76.637961,1,2,0,2,2,1.0,0,0,22
22.0,4.5,17.431668,78.408321,17.441668,78.418321,1,2,2,3,3,0.0,0,2,18
36.0,4.7,12.334022,76.618203,12.404022,76.688203,4,2,1,2,2,1.0,0,0,23
24.0,4.6,22.75004,75.902847,22.82004,75.972847,0,2,2,3,2,0.0,0,0,26
27.0,4.8,26.891191,75.802083,26.921191,75.832083,0,3,0,1,2,1.0,0,2,28
34.0,5.0,23.359194,85.325447,23.379194,85.345447,3,0,2,0,3,1.0,0,0,31
27.0,4.5,17.410371,78.437225,17.520371,78.547225,2,2,0,1,2,1.0,0,2,18
23.0,4.6,19.254567,72.848923,19.284567,72.878923,0,1,1,0,3,1.0,0,0,33
28.0,4.6,13.091809,80.219104,13.141809,80.269104,0,2,1,1,2,0.0,0,0,15
27.0,4.0,19.12663,72.829976,19.16663,72.869976,2,0,0,3,2,2.0,0,0,35
34.0,4.7,18.994237,72.825553,19.084237,72.915553,5,3,0,3,2,1.0,0,0,31
29.0,4.4,11.022477,76.995667,11.092477,77.065667,1,1,2,1,1,2.0,0,2,38
